Category,Slot,Name,Tier,Rarity,Damage,Defense,HP,Speed
Warrior's Forge,SHEATH,Sheath,6,Outstanding,558,186,0,46.5%
Warrior's Forge,SHEATH,Sheath,6,Excellent,603,201,0,50.3%
Warrior's Forge,SHEATH,Sheath,6,Masterpiece,648,216,0,54.0%
Warrior's Forge,SHEATH,Sheath,7,Normal,558,186,0,46.5%
Warrior's Forge,SHEATH,Sheath,7,Good,603,201,0,50.3%
Warrior's Forge,SHEATH,Sheath,7,Outstanding,648,216,0,54.0%
Warrior's Forge,SHEATH,Sheath,7,Excellent,693,231,0,57.8%
Warrior's Forge,SHEATH,Sheath,7,Masterpiece,738,246,0,61.5%
Warrior's Forge,SHEATH,Sheath,8,Normal,648,216,0,54.0%
Warrior's Forge,SHEATH,Sheath,8,Good,693,231,0,57.8%
Warrior's Forge,SHEATH,Sheath,8,Outstanding,738,246,0,61.5%
Warrior's Forge,SHEATH,Sheath,8,Excellent,783,261,0,65.3%
Warrior's Forge,SHEATH,Sheath,8,Masterpiece,828,276,0,69.0%
Warrior's Forge,SHEATH,Sheath,9,Normal,738,246,0,61.5%
Warrior's Forge,SHEATH,Sheath,9,Good,783,261,0,65.3%
Warrior's Forge,SHEATH,Sheath,9,Outstanding,828,276,0,69.0%
Warrior's Forge,SHEATH,Sheath,9,Excellent,873,291,0,72.8%
Warrior's Forge,SHEATH,Sheath,9,Masterpiece,918,306,0,76.5%
Warrior's Forge,SHEATH,Sheath,10,Normal,828,276,0,69.0%
Warrior's Forge,SHEATH,Sheath,10,Good,873,291,0,72.8%
Warrior's Forge,SHEATH,Sheath,10,Outstanding,918,306,0,76.5%
Warrior's Forge,SHEATH,Sheath,10,Excellent,963,321,0,80.3%
Warrior's Forge,SHEATH,Sheath,10,Masterpiece,1008,336,0,84.0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,1,Normal,0,6,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,1,Good,0,21,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,1,Outstanding,0,36,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,1,Excellent,0,51,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,1,Masterpiece,0,66,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,2,Normal,0,36,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,2,Good,0,51,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,2,Outstanding,0,66,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,2,Excellent,0,81,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,2,Masterpiece,0,96,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,3,Normal,0,66,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,3,Good,0,81,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,3,Outstanding,0,96,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,3,Excellent,0,111,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,3,Masterpiece,0,126,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,4,Normal,0,96,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,4,Good,0,111,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,4,Outstanding,0,126,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,4,Excellent,0,141,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,4,Masterpiece,0,156,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,5,Normal,0,126,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,5,Good,0,141,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,5,Outstanding,0,156,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,5,Excellent,0,171,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,5,Masterpiece,0,186,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,6,Normal,0,156,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,6,Good,0,171,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,6,Outstanding,0,186,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,6,Excellent,0,201,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,6,Masterpiece,0,216,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,7,Normal,0,186,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,7,Good,0,201,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,7,Outstanding,0,216,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,7,Excellent,0,231,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,7,Masterpiece,0,246,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,8,Normal,0,216,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,8,Good,0,231,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,8,Outstanding,0,246,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,8,Excellent,0,261,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,8,Masterpiece,0,276,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,9,Normal,0,246,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,9,Good,0,261,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,9,Outstanding,0,276,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,9,Excellent,0,291,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,9,Masterpiece,0,306,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,10,Normal,0,276,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,10,Good,0,291,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,10,Outstanding,0,306,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,10,Excellent,0,321,0,0%
Warrior's Forge,PLATE_ARMOR,Plate Armor,10,Masterpiece,0,336,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,1,Normal,0,6,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,1,Good,0,21,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,1,Outstanding,0,36,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,1,Excellent,0,51,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,1,Masterpiece,0,66,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,2,Normal,0,36,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,2,Good,0,51,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,2,Outstanding,0,66,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,2,Excellent,0,81,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,2,Masterpiece,0,96,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,3,Normal,0,66,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,3,Good,0,81,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,3,Outstanding,0,96,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,3,Excellent,0,111,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,3,Masterpiece,0,126,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,4,Normal,0,96,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,4,Good,0,111,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,4,Outstanding,0,126,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,4,Excellent,0,141,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,4,Masterpiece,0,156,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,5,Normal,0,126,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,5,Good,0,141,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,5,Outstanding,0,156,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,5,Excellent,0,171,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,5,Masterpiece,0,186,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,6,Normal,0,156,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,6,Good,0,171,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,6,Outstanding,0,186,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,6,Excellent,0,201,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,6,Masterpiece,0,216,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,7,Normal,0,186,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,7,Good,0,201,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,7,Outstanding,0,216,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,7,Excellent,0,231,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,7,Masterpiece,0,246,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,8,Normal,0,216,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,8,Good,0,231,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,8,Outstanding,0,246,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,8,Excellent,0,261,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,8,Masterpiece,0,276,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,9,Normal,0,246,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,9,Good,0,261,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,9,Outstanding,0,276,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,9,Excellent,0,291,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,9,Masterpiece,0,306,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,10,Normal,0,276,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,10,Good,0,291,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,10,Outstanding,0,306,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,10,Excellent,0,321,0,0%
Warrior's Forge,PLATE_HELMET,Plate Helmet,10,Masterpiece,0,336,0,0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,1,Normal,0,6,0,1.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,1,Good,0,21,0,5.3%
Warrior's Forge,PLATE_BOOTS,Plate Boots,1,Outstanding,0,36,0,9.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,1,Excellent,0,51,0,12.8%
Warrior's Forge,PLATE_BOOTS,Plate Boots,1,Masterpiece,0,66,0,16.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,2,Normal,0,36,0,9.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,2,Good,0,51,0,12.8%
Warrior's Forge,PLATE_BOOTS,Plate Boots,2,Outstanding,0,66,0,16.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,2,Excellent,0,81,0,20.3%
Warrior's Forge,PLATE_BOOTS,Plate Boots,2,Masterpiece,0,96,0,24.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,3,Normal,0,66,0,16.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,3,Good,0,81,0,20.3%
Warrior's Forge,PLATE_BOOTS,Plate Boots,3,Outstanding,0,96,0,24.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,3,Excellent,0,111,0,27.8%
Warrior's Forge,PLATE_BOOTS,Plate Boots,3,Masterpiece,0,126,0,31.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,4,Normal,0,96,0,24.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,4,Good,0,111,0,27.8%
Warrior's Forge,PLATE_BOOTS,Plate Boots,4,Outstanding,0,126,0,31.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,4,Excellent,0,141,0,35.3%
Warrior's Forge,PLATE_BOOTS,Plate Boots,4,Masterpiece,0,156,0,39.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,5,Normal,0,126,0,31.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,5,Good,0,141,0,35.3%
Warrior's Forge,PLATE_BOOTS,Plate Boots,5,Outstanding,0,156,0,39.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,5,Excellent,0,171,0,42.8%
Warrior's Forge,PLATE_BOOTS,Plate Boots,5,Masterpiece,0,186,0,46.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,6,Normal,0,156,0,39.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,6,Good,0,171,0,42.8%
Warrior's Forge,PLATE_BOOTS,Plate Boots,6,Outstanding,0,186,0,46.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,6,Excellent,0,201,0,50.3%
Warrior's Forge,PLATE_BOOTS,Plate Boots,6,Masterpiece,0,216,0,54.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,7,Normal,0,186,0,46.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,7,Good,0,201,0,50.3%
Warrior's Forge,PLATE_BOOTS,Plate Boots,7,Outstanding,0,216,0,54.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,7,Excellent,0,231,0,57.8%
Warrior's Forge,PLATE_BOOTS,Plate Boots,7,Masterpiece,0,246,0,61.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,8,Normal,0,216,0,54.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,8,Good,0,231,0,57.8%
Warrior's Forge,PLATE_BOOTS,Plate Boots,8,Outstanding,0,246,0,61.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,8,Excellent,0,261,0,65.3%
Warrior's Forge,PLATE_BOOTS,Plate Boots,8,Masterpiece,0,276,0,69.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,9,Normal,0,246,0,61.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,9,Good,0,261,0,65.3%
Warrior's Forge,PLATE_BOOTS,Plate Boots,9,Outstanding,0,276,0,69.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,9,Excellent,0,291,0,72.8%
Warrior's Forge,PLATE_BOOTS,Plate Boots,9,Masterpiece,0,306,0,76.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,10,Normal,0,276,0,69.0%
Warrior's Forge,PLATE_BOOTS,Plate Boots,10,Good,0,291,0,72.8%
Warrior's Forge,PLATE_BOOTS,Plate Boots,10,Outstanding,0,306,0,76.5%
Warrior's Forge,PLATE_BOOTS,Plate Boots,10,Excellent,0,321,0,80.3%
Warrior's Forge,PLATE_BOOTS,Plate Boots,10,Masterpiece,0,336,0,84.0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,1,Normal,18,6,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,1,Good,63,21,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,1,Outstanding,108,36,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,1,Excellent,153,51,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,1,Masterpiece,198,66,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,2,Normal,108,36,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,2,Good,153,51,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,2,Outstanding,198,66,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,2,Excellent,243,81,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,2,Masterpiece,288,96,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,3,Normal,198,66,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,3,Good,243,81,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,3,Outstanding,288,96,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,3,Excellent,333,111,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,3,Masterpiece,378,126,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,4,Normal,288,96,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,4,Good,333,111,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,4,Outstanding,378,126,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,4,Excellent,423,141,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,4,Masterpiece,468,156,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,5,Normal,378,126,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,5,Good,423,141,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,5,Outstanding,468,156,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,5,Excellent,513,171,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,5,Masterpiece,558,186,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,6,Normal,468,156,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,6,Good,513,171,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,6,Outstanding,558,186,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,6,Excellent,603,201,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,6,Masterpiece,648,216,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,7,Normal,558,186,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,7,Good,603,201,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,7,Outstanding,648,216,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,7,Excellent,693,231,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,7,Masterpiece,738,246,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,8,Normal,648,216,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,8,Good,693,231,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,8,Outstanding,738,246,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,8,Excellent,783,261,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,8,Masterpiece,828,276,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,9,Normal,738,246,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,9,Good,783,261,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,9,Outstanding,828,276,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,9,Excellent,873,291,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,9,Masterpiece,918,306,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,10,Normal,828,276,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,10,Good,873,291,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,10,Outstanding,918,306,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,10,Excellent,963,321,0,0%
Warrior's Forge,PLATE_GLOVES,Plate Gloves,10,Masterpiece,1008,336,0,0%
Warrior's Forge,PLATE_CAPE,Plate Cape,1,Normal,18,0,0,1.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,1,Good,63,0,0,5.3%
Warrior's Forge,PLATE_CAPE,Plate Cape,1,Outstanding,108,0,0,9.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,1,Excellent,153,0,0,12.8%
Warrior's Forge,PLATE_CAPE,Plate Cape,1,Masterpiece,198,0,0,16.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,2,Normal,108,0,0,9.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,2,Good,153,0,0,12.8%
Warrior's Forge,PLATE_CAPE,Plate Cape,2,Outstanding,198,0,0,16.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,2,Excellent,243,0,0,20.3%
Warrior's Forge,PLATE_CAPE,Plate Cape,2,Masterpiece,288,0,0,24.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,3,Normal,198,0,0,16.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,3,Good,243,0,0,20.3%
Warrior's Forge,PLATE_CAPE,Plate Cape,3,Outstanding,288,0,0,24.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,3,Excellent,333,0,0,27.8%
Warrior's Forge,PLATE_CAPE,Plate Cape,3,Masterpiece,378,0,0,31.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,4,Normal,288,0,0,24.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,4,Good,333,0,0,27.8%
Warrior's Forge,PLATE_CAPE,Plate Cape,4,Outstanding,378,0,0,31.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,4,Excellent,423,0,0,35.3%
Warrior's Forge,PLATE_CAPE,Plate Cape,4,Masterpiece,468,0,0,39.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,5,Normal,378,0,0,31.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,5,Good,423,0,0,35.3%
Warrior's Forge,PLATE_CAPE,Plate Cape,5,Outstanding,468,0,0,39.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,5,Excellent,513,0,0,42.8%
Warrior's Forge,PLATE_CAPE,Plate Cape,5,Masterpiece,558,0,0,46.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,6,Normal,468,0,0,39.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,6,Good,513,0,0,42.8%
Warrior's Forge,PLATE_CAPE,Plate Cape,6,Outstanding,558,0,0,46.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,6,Excellent,603,0,0,50.3%
Warrior's Forge,PLATE_CAPE,Plate Cape,6,Masterpiece,648,0,0,54.0%
Warrior's Forge,PLATE_CAPE,Plate Cape,7,Normal,558,0,0,46.5%
Warrior's Forge,PLATE_CAPE,Plate Cape,7,Good,603,0,0,50.3%
Warrior's Forge,PLATE_CAPE,Plate Cape,7,Outstanding,648,0,0,54.0%
