ItemID,QualityName,Damage,Defense,HP,Speed,AttackSpeed,BlockChance
T2_PLATE_HELMET,Outstanding,22,97,129,0,0,0
T2_PLATE_HELMET,Excellent,23,101,135,0,0,0
T2_PLATE_HELMET,Masterpiece,24,107,142,0,0,0
T3_PLATE_HELMET,Normal,25,112,149,0,0,0
T3_PLATE_HELMET,Good,27,117,157,0,0,0
T3_PLATE_HELMET,Outstanding,28,123,164,0,0,0
T3_PLATE_HELMET,Excellent,29,129,173,0,0,0
T3_PLATE_HELMET,Masterpiece,31,136,181,0,0,0
T4_PLATE_HELMET,Normal,33,143,190,0,0,0
T4_PLATE_HELMET,Good,34,150,200,0,0,0
T4_PLATE_HELMET,Outstanding,36,157,210,0,0,0
T4_PLATE_HELMET,Excellent,38,165,220,0,0,0
T4_PLATE_HELMET,Masterpiece,40,174,231,0,0,0
T5_PLATE_HELMET,Normal,41,182,243,0,0,0
T5_PLATE_HELMET,Good,44,191,255,0,0,0
T5_PLATE_HELMET,Outstanding,46,201,268,0,0,0
T5_PLATE_HELMET,Excellent,48,211,281,0,0,0
T5_PLATE_HELMET,Masterpiece,50,221,295,0,0,0
T6_PLATE_HELMET,Normal,53,233,310,0,0,0
T6_PLATE_HELMET,Good,56,244,326,0,0,0
T6_PLATE_HELMET,Outstanding,58,256,342,0,0,0
T6_PLATE_HELMET,Excellent,61,269,359,0,0,0
T6_PLATE_HELMET,Masterpiece,64,283,377,0,0,0
T7_PLATE_HELMET,Normal,68,297,396,0,0,0
T7_PLATE_HELMET,Good,71,312,416,0,0,0
T7_PLATE_HELMET,Outstanding,75,327,436,0,0,0
T7_PLATE_HELMET,Excellent,78,344,458,0,0,0
T7_PLATE_HELMET,Masterpiece,82,361,481,0,0,0
T8_PLATE_HELMET,Normal,86,379,505,0,0,0
T8_PLATE_HELMET,Good,91,398,530,0,0,0
T8_PLATE_HELMET,Outstanding,95,418,557,0,0,0
T8_PLATE_HELMET,Excellent,100,439,585,0,0,0
T8_PLATE_HELMET,Masterpiece,105,460,614,0,0,0
T9_PLATE_HELMET,Normal,110,483,645,0,0,0
T9_PLATE_HELMET,Good,116,508,677,0,0,0
T9_PLATE_HELMET,Outstanding,121,533,711,0,0,0
T9_PLATE_HELMET,Excellent,127,560,746,0,0,0
T9_PLATE_HELMET,Masterpiece,134,588,784,0,0,0
T10_PLATE_HELMET,Normal,140,617,823,0,0,0
T10_PLATE_HELMET,Good,148,648,864,0,0,0
T10_PLATE_HELMET,Outstanding,155,680,907,0,0,0
T10_PLATE_HELMET,Excellent,163,714,952,0,0,0
T10_PLATE_HELMET,Masterpiece,171,750,1000,0,0,0
T1_PLATE_BOOTS,Normal,0,34,69,"34,8",0,0
T1_PLATE_BOOTS,Good,0,36,72,"36,5",0,0
T1_PLATE_BOOTS,Outstanding,0,38,76,"38,3",0,0
T1_PLATE_BOOTS,Excellent,0,40,80,"40,2",0,0
T1_PLATE_BOOTS,Masterpiece,0,42,83,"42,2",0,0
T2_PLATE_BOOTS,Normal,0,44,88,"44,4",0,0
T2_PLATE_BOOTS,Good,0,46,92,"46,6",0,0
T2_PLATE_BOOTS,Outstanding,0,48,97,"48,9",0,0
T2_PLATE_BOOTS,Excellent,0,51,101,"51,4",0,0
T2_PLATE_BOOTS,Masterpiece,0,53,107,"53,9",0,0
T3_PLATE_BOOTS,Normal,0,56,112,"56,6",0,0
T3_PLATE_BOOTS,Good,0,59,117,"59,4",0,0
T3_PLATE_BOOTS,Outstanding,0,62,123,"62,4",0,0
T3_PLATE_BOOTS,Excellent,0,65,129,"65,5",0,0
T3_PLATE_BOOTS,Masterpiece,0,68,136,"68,8",0,0
T4_PLATE_BOOTS,Normal,0,71,143,"72,3",0,0
T4_PLATE_BOOTS,Good,0,75,150,"75,9",0,0
T4_PLATE_BOOTS,Outstanding,0,79,157,"79,7",0,0
T4_PLATE_BOOTS,Excellent,0,83,165,"83,6",0,0
T4_PLATE_BOOTS,Masterpiece,0,87,174,"87,8",0,0
T5_PLATE_BOOTS,Normal,0,91,182,"92,2",0,0
T5_PLATE_BOOTS,Good,0,96,191,"96,8",0,0
T5_PLATE_BOOTS,Outstanding,0,100,201,"101,7",0,0
T5_PLATE_BOOTS,Excellent,0,105,211,"106,8",0,0
T5_PLATE_BOOTS,Masterpiece,0,111,221,"112,1",0,0
T6_PLATE_BOOTS,Normal,0,116,233,"117,7",0,0
T6_PLATE_BOOTS,Good,0,122,244,"123,6",0,0
T6_PLATE_BOOTS,Outstanding,0,128,256,"129,8",0,0
T6_PLATE_BOOTS,Excellent,0,135,269,"136,3",0,0
T6_PLATE_BOOTS,Masterpiece,0,141,283,"143,1",0,0
T7_PLATE_BOOTS,Normal,0,148,297,"150,2",0,0
T7_PLATE_BOOTS,Good,0,156,312,"157,7",0,0
T7_PLATE_BOOTS,Outstanding,0,164,327,"165,6",0,0
T7_PLATE_BOOTS,Excellent,0,172,344,"173,9",0,0
T7_PLATE_BOOTS,Masterpiece,0,180,361,"182,6",0,0
T8_PLATE_BOOTS,Normal,0,189,379,"191,7",0,0
T8_PLATE_BOOTS,Good,0,199,398,"201,3",0,0
T8_PLATE_BOOTS,Outstanding,0,209,418,"211,4",0,0
T8_PLATE_BOOTS,Excellent,0,219,439,"221,9",0,0
T8_PLATE_BOOTS,Masterpiece,0,230,460,233,0,0
T9_PLATE_BOOTS,Normal,0,242,483,"244,7",0,0
T9_PLATE_BOOTS,Good,0,254,508,"256,9",0,0
T9_PLATE_BOOTS,Outstanding,0,267,533,"269,8",0,0
T9_PLATE_BOOTS,Excellent,0,280,560,"283,3",0,0
T9_PLATE_BOOTS,Masterpiece,0,294,588,"297,4",0,0
T10_PLATE_BOOTS,Normal,0,309,617,"312,3",0,0
T10_PLATE_BOOTS,Good,0,324,648,"327,9",0,0
T10_PLATE_BOOTS,Outstanding,0,340,680,"344,3",0,0
T10_PLATE_BOOTS,Excellent,0,357,714,"361,5",0,0
T10_PLATE_BOOTS,Masterpiece,0,375,750,"379,6",0,0
T1_PLATE_GLOVES,Normal,31,"51,5",46,"17,4",0,0
T1_PLATE_GLOVES,Good,33,"54,1",48,"18,2",0,0
T1_PLATE_GLOVES,Outstanding,34,"56,8",50,"19,2",0,0
T1_PLATE_GLOVES,Excellent,36,"59,6",53,"20,1",0,0
T1_PLATE_GLOVES,Masterpiece,38,"62,6",56,"21,1",0,0
T2_PLATE_GLOVES,Normal,40,"65,7",58,"22,2",0,0
T2_PLATE_GLOVES,Good,42,69,61,"23,3",0,0
T2_PLATE_GLOVES,Outstanding,44,"72,5",64,"24,5",0,0
T2_PLATE_GLOVES,Excellent,46,"76,1",68,"25,7",0,0
T2_PLATE_GLOVES,Masterpiece,49,"79,9",71,27,0,0
T3_PLATE_GLOVES,Normal,51,"83,9",75,"28,3",0,0
T3_PLATE_GLOVES,Good,53,"88,1",78,"29,7",0,0
T3_PLATE_GLOVES,Outstanding,56,"92,5",82,"31,2",0,0
T3_PLATE_GLOVES,Excellent,59,"97,1",86,"32,8",0,0
T3_PLATE_GLOVES,Masterpiece,62,102,91,"34,4",0,0
T4_PLATE_GLOVES,Normal,65,"107,1",95,"36,1",0,0
T4_PLATE_GLOVES,Good,68,"112,4",100,"37,9",0,0
T4_PLATE_GLOVES,Outstanding,72,118,105,"39,8",0,0
T4_PLATE_GLOVES,Excellent,75,124,110,"41,8",0,0
T4_PLATE_GLOVES,Masterpiece,79,"130,1",116,"43,9",0,0
T5_PLATE_GLOVES,Normal,83,"136,7",121,"46,1",0,0
T5_PLATE_GLOVES,Good,87,"143,5",128,"48,4",0,0
T5_PLATE_GLOVES,Outstanding,91,"150,7",134,"50,8",0,0
T5_PLATE_GLOVES,Excellent,96,"158,2",141,"53,4",0,0
T5_PLATE_GLOVES,Masterpiece,101,"166,1",148,56,0,0
T6_PLATE_GLOVES,Normal,106,"174,4",155,"58,9",0,0
T6_PLATE_GLOVES,Good,111,"183,1",163,"61,8",0,0
T6_PLATE_GLOVES,Outstanding,117,"192,3",171,"64,9",0,0
T6_PLATE_GLOVES,Excellent,123,"201,9",179,"68,1",0,0
T6_PLATE_GLOVES,Masterpiece,129,212,188,"71,5",0,0
T7_PLATE_GLOVES,Normal,135,"222,6",198,"75,1",0,0
T7_PLATE_GLOVES,Good,142,"233,7",208,"78,9",0,0
T7_PLATE_GLOVES,Outstanding,149,"245,4",218,"82,8",0,0
T7_PLATE_GLOVES,Excellent,156,"257,7",229,"86,9",0,0
T7_PLATE_GLOVES,Masterpiece,164,"270,6",241,"91,3",0,0
T8_PLATE_GLOVES,Normal,173,"284,1",253,"95,9",0,0
T8_PLATE_GLOVES,Good,181,"298,3",265,"100,7",0,0
T8_PLATE_GLOVES,Outstanding,190,"313,2",278,"105,7",0,0
T8_PLATE_GLOVES,Excellent,200,"328,9",292,111,0,0
T8_PLATE_GLOVES,Masterpiece,210,"345,3",307,"116,5",0,0
T9_PLATE_GLOVES,Normal,220,"362,6",322,"122,3",0,0
T9_PLATE_GLOVES,Good,231,"380,7",338,"128,5",0,0
T9_PLATE_GLOVES,Outstanding,243,"399,8",355,"134,9",0,0
T9_PLATE_GLOVES,Excellent,255,"419,7",373,"141,6",0,0
T9_PLATE_GLOVES,Masterpiece,268,"440,7",392,"148,7",0,0
T10_PLATE_GLOVES,Normal,281,"462,8",411,"156,1",0,0
T10_PLATE_GLOVES,Good,295,"485,9",432,164,0,0
T10_PLATE_GLOVES,Outstanding,310,"510,2",454,"172,2",0,0
T10_PLATE_GLOVES,Excellent,325,"535,7",476,"180,8",0,0
T10_PLATE_GLOVES,Masterpiece,342,"562,5",500,"189,8",0,0
T1_PLATE_CAPE,Normal,16,0,0,"8,7",0,0
T1_PLATE_CAPE,Good,16,0,0,"9,1",0,0
T1_PLATE_CAPE,Outstanding,17,0,0,"9,6",0,0
T1_PLATE_CAPE,Excellent,18,0,0,"10,1",0,0
T1_PLATE_CAPE,Masterpiece,19,0,0,"10,6",0,0
T2_PLATE_CAPE,Normal,20,0,0,"11,1",0,0
T2_PLATE_CAPE,Good,21,0,0,"11,6",0,0
T2_PLATE_CAPE,Outstanding,22,0,0,"12,2",0,0
T2_PLATE_CAPE,Excellent,23,0,0,"12,8",0,0
T2_PLATE_CAPE,Masterpiece,24,0,0,"13,5",0,0
T3_PLATE_CAPE,Normal,25,0,0,"14,2",0,0
T3_PLATE_CAPE,Good,27,0,0,"14,9",0,0
T3_PLATE_CAPE,Outstanding,28,0,0,"15,6",0,0
T3_PLATE_CAPE,Excellent,29,0,0,"16,4",0,0
T3_PLATE_CAPE,Masterpiece,31,0,0,"17,2",0,0
T4_PLATE_CAPE,Normal,33,0,0,"18,1",0,0
T4_PLATE_CAPE,Good,34,0,0,19,0,0
T4_PLATE_CAPE,Outstanding,36,0,0,"19,9",0,0
T4_PLATE_CAPE,Excellent,38,0,0,"20,9",0,0
T4_PLATE_CAPE,Masterpiece,40,0,0,22,0,0
T5_PLATE_CAPE,Normal,41,0,0,"23,1",0,0
T5_PLATE_CAPE,Good,44,0,0,"24,2",0,0
T5_PLATE_CAPE,Outstanding,46,0,0,"25,4",0,0
T5_PLATE_CAPE,Excellent,48,0,0,"26,7",0,0
T5_PLATE_CAPE,Masterpiece,50,0,0,28,0,0
T6_PLATE_CAPE,Normal,53,0,0,"29,4",0,0
T6_PLATE_CAPE,Good,56,0,0,"30,9",0,0
T6_PLATE_CAPE,Outstanding,58,0,0,"32,4",0,0
T6_PLATE_CAPE,Excellent,61,0,0,"34,1",0,0
T6_PLATE_CAPE,Masterpiece,64,0,0,"35,8",0,0
T7_PLATE_CAPE,Normal,68,0,0,"37,6",0,0
T7_PLATE_CAPE,Good,71,0,0,"39,4",0,0
T7_PLATE_CAPE,Outstanding,75,0,0,"41,4",0,0
T7_PLATE_CAPE,Excellent,78,0,0,"43,5",0,0
T7_PLATE_CAPE,Masterpiece,82,0,0,"45,6",0,0
T8_PLATE_CAPE,Normal,86,0,0,"47,9",0,0
T8_PLATE_CAPE,Good,91,0,0,"50,3",0,0
T8_PLATE_CAPE,Outstanding,95,0,0,"52,8",0,0
T8_PLATE_CAPE,Excellent,100,0,0,"55,5",0,0
T8_PLATE_CAPE,Masterpiece,105,0,0,"58,3",0,0
T9_PLATE_CAPE,Normal,110,0,0,"61,2",0,0
T9_PLATE_CAPE,Good,116,0,0,"64,2",0,0
T9_PLATE_CAPE,Outstanding,121,0,0,"67,4",0,0
T9_PLATE_CAPE,Excellent,127,0,0,"70,8",0,0
T9_PLATE_CAPE,Masterpiece,134,0,0,"74,4",0,0
T10_PLATE_CAPE,Normal,140,0,0,"78,1",0,0
T10_PLATE_CAPE,Good,148,0,0,82,0,0
T10_PLATE_CAPE,Outstanding,155,0,0,"86,1",0,0
T10_PLATE_CAPE,Excellent,163,0,0,"90,4",0,0
T10_PLATE_CAPE,Masterpiece,171,0,0,"94,9",0,0
